F/H,sector,total_area(sqft),bedRoom,bathroom,balcony,agePossession,furnishing_type,additional_room_count,luxury_cat,price
1,99.0,568,2,2,1,0.0,2,0.0,1.0,0.48
1,81.0,2093,3,4,3,0.0,0,0.0,0.0,3.9
1,96.0,1351,2,4,2,0.0,0,0.0,1.0,1.3
1,87.0,1950,3,3,3,2.0,0,4.0,0.0,1.9
0,37.0,1350,6,6,3,0.0,0,0.0,0.0,3.5
0,71.0,5580,5,5,3,0.0,2,4.0,1.0,9.25
1,33.0,3500,4,5,3,2.0,1,1.0,0.0,6.5
1,105.0,601,2,2,2,0.0,2,0.0,1.0,0.44
0,35.0,4518,6,8,2,0.0,2,4.0,1.0,18.9
1,4.0,301,1,2,2,2.0,0,0.0,1.0,0.22
1,43.0,750,2,2,2,0.0,0,0.0,0.0,0.38
1,70.0,2400,4,4,3,0.0,2,1.0,1.0,2.09
1,85.0,1578,3,3,2,0.0,2,1.0,1.0,1.46
0,39.0,1215,9,7,3,3.0,0,2.0,0.0,1.0
1,43.0,595,2,2,3,2.0,0,0.0,0.0,0.4
1,87.0,1161,3,3,3,0.0,0,1.0,1.0,1.62
0,12.0,500,1,1,0,0.0,0,0.0,0.0,0.34
1,7.0,2085,3,3,3,0.0,0,0.0,1.0,1.32
1,115.0,767,2,2,2,2.0,0,1.0,0.0,0.28
1,99.0,2132,3,3,2,0.0,2,1.0,1.0,2.45
1,105.0,1929,3,3,3,0.0,1,1.0,1.0,1.55
1,43.0,1465,2,2,3,2.0,0,1.0,1.0,0.95
0,11.0,450,5,3,0,0.0,0,0.0,0.0,0.45
0,78.0,2385,3,3,2,2.0,0,0.0,0.0,1.5
0,88.0,1187,2,3,3,2.0,0,1.0,1.0,0.92
1,94.0,1822,3,3,3,0.0,0,0.0,0.0,1.05
0,39.0,3870,5,5,2,1.0,1,1.0,1.0,5.7
1,2.0,1931,3,4,3,0.0,0,1.0,1.0,1.75
1,81.0,2500,3,3,3,0.0,0,4.0,1.0,4.6
0,35.0,1800,8,5,3,1.0,2,0.0,0.0,6.0
0,34.0,6000,6,5,2,0.0,0,0.0,0.0,16.0
1,85.0,1539,3,3,1,0.0,0,1.0,1.0,1.38
1,103.0,1963,3,3,3,0.0,2,1.0,0.0,1.5
1,87.0,1165,3,5,3,0.0,0,1.0,1.0,1.66
1,43.0,845,2,2,3,2.0,0,0.0,0.0,0.54
0,0.0,4500,6,7,0,3.0,0,0.0,0.0,4.75
1,57.0,3000,4,4,3,2.0,2,0.0,1.0,2.4
1,49.0,1993,4,3,3,0.0,2,1.0,0.0,1.79
0,37.0,1200,2,2,1,1.0,0,1.0,0.0,1.39
0,71.0,1449,8,8,2,2.0,2,1.0,0.0,3.7
0,52.0,1800,8,4,3,1.0,0,0.0,0.0,1.1
1,103.0,474,2,2,1,0.0,1,1.0,1.0,0.36
0,35.0,1350,5,5,3,1.0,0,0.0,0.0,4.5
1,113.0,1980,3,4,2,4.0,0,0.0,1.0,1.7
0,34.0,1350,3,2,3,1.0,0,1.0,0.0,4.25
1,8.0,1381,2,2,2,2.0,2,0.0,1.0,2.4
1,30.0,3000,4,5,3,2.0,2,2.0,0.0,6.16
1,39.0,1056,2,2,0,3.0,0,0.0,1.0,1.35
1,113.0,1523,3,3,3,0.0,0,0.0,0.0,0.82
1,101.0,5133,5,6,3,2.0,0,2.0,1.0,3.85
1,106.0,597,3,2,2,4.0,0,0.0,0.0,0.5
1,85.0,2012,4,4,2,0.0,0,1.0,1.0,1.68
1,57.0,1650,3,3,2,1.0,2,1.0,1.0,2.35
1,84.0,1180,2,2,3,2.0,0,0.0,0.0,1.0
1,80.0,1489,2,2,3,2.0,0,1.0,0.0,2.01
0,11.0,864,4,2,0,1.0,0,0.0,0.0,0.7
1,43.0,324,1,1,2,2.0,0,0.0,1.0,0.24
1,85.0,1970,4,4,1,0.0,0,0.0,1.0,1.75
1,13.0,1450,3,3,3,0.0,2,0.0,1.0,1.4
1,76.0,1133,2,2,2,4.0,0,0.0,0.0,1.7
1,85.0,1580,3,3,2,0.0,0,1.0,1.0,1.4
1,80.0,1261,2,2,3,2.0,0,0.0,0.0,2.1
1,26.0,2287,3,3,3,3.0,0,1.0,0.0,0.92
1,10.0,1250,2,3,2,2.0,0,0.0,0.0,0.8
1,112.0,1890,3,3,3,0.0,0,0.0,1.0,1.4
1,16.0,1276,2,2,2,2.0,0,0.0,1.0,1.5
1,80.0,1650,3,3,3,0.0,0,2.0,0.0,2.5
1,2.0,2250,3,3,3,0.0,0,1.0,1.0,1.9
1,48.0,1765,3,4,3,0.0,0,0.0,1.0,1.22
1,76.0,1150,2,2,2,2.0,0,1.0,1.0,1.6
1,92.0,1406,2,2,2,2.0,0,0.0,0.0,1.6
1,43.0,598,2,2,2,0.0,0,0.0,1.0,0.4
1,30.0,3090,3,5,3,2.0,0,2.0,1.0,4.63
0,59.0,1836,5,4,2,3.0,2,1.0,1.0,4.25
1,8.0,2003,3,3,3,0.0,2,2.0,1.0,1.68
1,7.0,1366,2,2,3,2.0,0,1.0,1.0,1.01
1,48.0,1820,3,3,3,4.0,0,0.0,0.0,1.2
0,53.0,2250,3,3,2,1.0,0,0.0,0.0,3.25
1,70.0,1900,3,3,3,3.0,2,0.0,1.0,1.45
1,64.0,2350,3,3,3,3.0,0,1.0,1.0,2.65
1,57.0,1320,3,3,2,1.0,1,1.0,0.0,2.0
0,39.0,999,2,3,1,0.0,0,2.0,0.0,0.7
0,34.0,7000,9,9,0,0.0,0,0.0,0.0,13.5
1,11.0,600,2,2,1,0.0,0,0.0,0.0,0.4
1,118.0,1997,3,5,3,0.0,0,1.0,1.0,1.23
1,2.0,1350,3,4,3,0.0,0,1.0,1.0,1.9
1,48.0,1815,3,5,3,0.0,0,1.0,0.0,0.99
1,99.0,1360,2,2,2,0.0,2,0.0,1.0,0.95
0,39.0,1557,4,4,3,0.0,2,1.0,0.0,2.9
1,70.0,1650,3,2,3,1.0,2,2.0,1.0,1.39
1,77.0,4337,4,4,3,3.0,0,1.0,1.0,6.5
0,81.0,2250,4,5,2,2.0,0,2.0,1.0,8.7
1,43.0,1120,3,2,0,4.0,0,0.0,1.0,0.9
1,6.0,4095,5,6,3,4.0,2,0.0,1.0,6.3
1,76.0,1550,3,3,3,4.0,0,0.0,0.0,2.17
1,85.0,1350,2,3,1,0.0,0,0.0,1.0,1.2
1,50.0,1550,3,2,0,1.0,0,0.0,0.0,0.8
1,85.0,2013,4,4,2,0.0,0,0.0,1.0,1.7
1,2.0,915,2,2,2,0.0,0,0.0,1.0,0.97
1,62.0,671,1,2,2,3.0,0,0.0,0.0,0.94
1,80.0,3363,3,3,3,3.0,2,2.0,1.0,6.15
1,43.0,1264,2,2,3,0.0,0,1.0,0.0,0.73
1,4.0,3150,4,4,3,0.0,0,1.0,1.0,2.65
1,87.0,1350,2,2,3,0.0,0,1.0,1.0,1.07
1,89.0,1895,3,4,2,0.0,1,4.0,1.0,1.25
0,33.0,3587,7,7,3,3.0,2,1.0,0.0,2.75
1,111.0,1300,2,2,3,0.0,0,0.0,1.0,0.75
0,32.0,3078,3,2,0,1.0,0,1.0,0.0,5.1
0,35.0,1800,4,4,3,3.0,0,3.0,1.0,5.5
1,99.0,2792,4,4,3,3.0,0,1.0,1.0,3.45
1,12.0,3400,4,5,3,0.0,0,1.0,1.0,3.4
0,65.0,2700,4,4,2,0.0,2,1.0,0.0,2.95
1,8.0,1745,3,3,3,0.0,0,0.0,0.0,2.45
1,104.0,2812,4,4,3,0.0,0,3.0,0.0,2.1
1,105.0,2061,3,3,3,3.0,0,2.0,1.0,1.26
1,104.0,2390,3,4,3,0.0,0,1.0,1.0,1.93
1,111.0,1375,3,4,3,0.0,2,1.0,1.0,0.86
0,5.0,1125,3,3,1,3.0,0,0.0,0.0,1.3
0,21.0,4500,5,5,2,1.0,0,0.0,0.0,10.0
1,95.0,1198,1,2,2,4.0,0,0.0,0.0,1.2
0,39.0,486,2,1,0,1.0,0,0.0,0.0,0.75
1,96.0,2150,3,4,3,4.0,0,0.0,1.0,1.9
1,105.0,1930,3,3,1,0.0,2,1.0,1.0,1.55
0,3.0,3222,4,4,3,0.0,0,4.0,1.0,4.35
1,85.0,1638,3,3,2,0.0,0,0.0,1.0,1.66
0,57.0,2700,3,3,2,0.0,2,2.0,0.0,8.49
0,50.0,1800,9,9,3,0.0,2,2.0,1.0,4.0
0,35.0,4500,5,6,3,1.0,0,0.0,0.0,16.0
1,57.0,2997,4,4,3,3.0,0,1.0,0.0,6.2
1,48.0,1742,3,3,3,0.0,0,1.0,0.0,1.25
1,43.0,1211,3,2,3,0.0,0,0.0,0.0,0.95
1,114.0,536,2,2,2,0.0,0,0.0,0.0,0.36
0,68.0,8036,4,4,3,3.0,0,4.0,0.0,25.0
0,39.0,1160,3,3,0,0.0,0,0.0,0.0,0.7
1,28.0,2400,5,4,2,3.0,0,0.0,0.0,1.4
0,66.0,3132,6,5,3,2.0,0,0.0,0.0,8.0
1,89.0,870,1,1,1,3.0,0,0.0,1.0,1.0
0,42.0,900,3,2,0,0.0,0,0.0,0.0,0.85
1,42.0,1300,3,2,2,2.0,0,0.0,1.0,1.35
1,77.0,1508,2,2,3,2.0,2,1.0,0.0,2.1
1,85.0,1578,3,3,2,0.0,0,1.0,1.0,1.44
1,8.0,2003,3,4,2,2.0,0,0.0,1.0,2.9
1,104.0,2408,3,4,3,0.0,0,1.0,0.0,2.0
1,43.0,1269,2,2,3,0.0,0,1.0,1.0,0.73
1,96.0,1490,3,3,3,0.0,2,1.0,1.0,1.3
1,102.0,1720,3,3,3,0.0,2,4.0,1.0,1.4
1,68.0,2341,3,3,3,1.0,0,1.0,1.0,3.85
1,48.0,1735,3,4,3,0.0,0,0.0,1.0,1.2
0,33.0,2844,4,4,2,1.0,0,1.0,0.0,6.5
1,85.0,1569,3,3,1,0.0,0,1.0,1.0,1.3
1,116.0,695,2,2,2,2.0,0,0.0,0.0,0.45
1,113.0,2325,4,4,3,0.0,0,4.0,0.0,1.9
1,88.0,1473,3,3,3,0.0,0,1.0,1.0,0.97
1,2.0,1650,3,3,3,0.0,0,1.0,1.0,1.3
1,16.0,2715,3,3,3,2.0,0,0.0,0.0,3.21
1,74.0,790,2,2,0,0.0,2,0.0,0.0,0.6
1,48.0,1400,3,3,3,0.0,0,1.0,0.0,1.25
0,55.0,3240,4,4,2,2.0,0,3.0,0.0,11.0
1,111.0,1352,2,2,3,2.0,0,1.0,1.0,0.7
1,0.0,1526,3,2,3,1.0,0,0.0,1.0,0.64
0,78.0,3950,4,4,3,2.0,0,0.0,1.0,8.5
0,34.0,3375,5,5,2,3.0,2,1.0,1.0,9.9
1,48.0,1400,3,3,3,2.0,2,0.0,0.0,1.05
1,99.0,1660,3,2,3,0.0,2,1.0,1.0,1.15
1,83.0,1727,3,3,2,2.0,2,1.0,1.0,1.62
1,42.0,1671,3,2,3,4.0,0,0.0,0.0,1.45
1,100.0,1790,3,4,2,2.0,0,1.0,1.0,0.99
1,57.0,2801,4,4,3,1.0,0,0.0,0.0,5.8
1,88.0,1262,2,2,2,2.0,0,0.0,0.0,1.25
1,105.0,594,2,2,1,0.0,0,0.0,1.0,0.41
1,104.0,2812,4,5,3,0.0,0,0.0,1.0,1.85
1,64.0,1877,3,4,3,3.0,2,1.0,1.0,1.8
1,94.0,2000,3,3,3,2.0,2,1.0,0.0,2.25
1,61.0,4553,4,5,3,3.0,2,1.0,1.0,4.25
1,7.0,493,2,2,2,0.0,0,0.0,0.0,0.28
1,102.0,2390,4,4,3,0.0,0,1.0,0.0,1.33
0,100.0,1700,3,3,2,2.0,0,1.0,1.0,1.4
1,48.0,1435,3,3,3,0.0,0,0.0,1.0,0.9
1,42.0,926,3,2,3,2.0,0,0.0,1.0,1.4
1,8.0,5201,3,4,3,0.0,0,1.0,0.0,2.15
1,6.0,1403,4,5,3,0.0,0,1.0,0.0,1.34
1,108.0,1423,3,3,3,2.0,0,2.0,1.0,1.25
1,79.0,2400,3,3,3,4.0,0,0.0,1.0,3.7
1,80.0,1650,3,3,3,0.0,2,2.0,1.0,2.36
1,49.0,1299,3,3,2,4.0,0,0.0,1.0,1.07
1,102.0,1850,3,3,3,0.0,2,4.0,1.0,1.6
1,87.0,1956,3,5,3,0.0,0,1.0,1.0,1.64
1,6.0,2355,4,6,3,0.0,0,2.0,1.0,2.1
0,57.0,2700,9,9,3,0.0,1,4.0,0.0,7.85
1,7.0,645,3,2,2,0.0,0,1.0,0.0,0.51
1,104.0,1685,3,4,3,0.0,0,1.0,1.0,2.0
1,39.0,1780,3,3,3,1.0,1,0.0,1.0,1.4
1,43.0,458,2,2,1,0.0,2,0.0,1.0,0.27
1,4.0,2290,3,4,3,0.0,0,1.0,1.0,2.0
1,83.0,1727,3,3,2,4.0,0,1.0,0.0,2.0
1,37.0,3462,3,4,3,1.0,0,2.0,0.0,4.3
1,16.0,965,2,2,3,2.0,0,0.0,1.0,1.35
1,39.0,950,2,2,2,1.0,0,0.0,1.0,0.58
1,7.0,2768,4,5,3,0.0,0,1.0,1.0,1.7
1,100.0,1127,2,2,3,0.0,0,1.0,1.0,0.63
1,68.0,2250,3,3,3,3.0,2,1.0,1.0,1.59
1,3.0,2875,4,6,3,0.0,0,1.0,0.0,2.45
1,0.0,2589,3,3,3,3.0,0,1.0,1.0,0.81
1,60.0,2290,3,4,2,1.0,2,1.0,0.0,2.45
1,12.0,3400,4,4,3,3.0,2,1.0,1.0,3.45
1,88.0,2000,4,3,3,2.0,0,1.0,1.0,1.9
1,108.0,1103,2,2,2,2.0,0,2.0,1.0,0.9
1,99.0,2103,3,3,3,0.0,1,4.0,0.0,2.35
1,103.0,1725,3,3,3,0.0,0,1.0,1.0,0.85
1,85.0,2010,4,4,2,0.0,0,1.0,1.0,1.9
1,106.0,1850,3,3,3,2.0,0,0.0,0.0,1.5
0,31.0,1450,5,5,2,1.0,2,0.0,0.0,2.7
1,104.0,1671,2,2,3,0.0,0,1.0,1.0,1.3
1,111.0,1950,3,4,3,2.0,0,1.0,1.0,1.0
1,33.0,6300,4,5,3,1.0,0,0.0,0.0,14.0
0,86.0,2970,4,5,0,1.0,0,0.0,0.0,1.35
1,111.0,1350,2,3,2,0.0,0,0.0,1.0,0.8
1,70.0,1800,4,4,3,1.0,2,2.0,1.0,1.99
1,70.0,2600,4,4,3,0.0,2,1.0,1.0,2.05
1,43.0,1275,2,2,2,0.0,0,0.0,0.0,0.9
1,16.0,1579,3,2,2,2.0,0,0.0,0.0,1.85
1,108.0,1105,2,2,2,2.0,0,2.0,0.0,0.95
1,117.0,2400,3,4,0,2.0,0,0.0,1.0,1.6
1,92.0,1200,2,2,3,0.0,0,1.0,1.0,1.48
1,113.0,1326,3,3,3,0.0,0,1.0,1.0,0.71
0,52.0,585,4,2,2,3.0,0,0.0,0.0,0.65
1,49.0,2191,3,3,3,0.0,0,1.0,0.0,1.71
1,111.0,2727,4,4,3,3.0,0,0.0,0.0,1.8
1,96.0,1919,3,4,3,2.0,0,2.0,0.0,1.85
0,9.0,2214,4,5,3,0.0,2,1.0,1.0,5.85
1,9.0,2545,3,3,3,3.0,0,1.0,1.0,1.68
1,16.0,1276,2,2,2,0.0,0,0.0,0.0,1.32
0,39.0,1557,3,3,2,1.0,0,0.0,0.0,2.55
0,57.0,3762,8,8,3,3.0,1,4.0,1.0,10.85
1,102.0,468,1,1,1,0.0,1,0.0,1.0,0.4
0,70.0,1530,6,6,3,3.0,2,0.0,0.0,3.4
1,96.0,1559,2,2,3,0.0,0,1.0,1.0,1.33
1,102.0,3750,5,7,3,0.0,2,1.0,1.0,3.15
1,104.0,1620,2,2,3,0.0,0,1.0,1.0,1.11
1,26.0,2651,3,3,3,3.0,0,1.0,0.0,1.25
1,105.0,1930,3,4,3,0.0,0,2.0,1.0,1.25
0,37.0,2844,4,5,3,0.0,2,3.0,1.0,11.75
1,105.0,1929,3,3,3,0.0,2,1.0,1.0,1.59
1,9.0,2150,3,4,3,0.0,0,1.0,1.0,1.72
1,88.0,1575,3,3,3,2.0,0,2.0,1.0,1.6
1,99.0,1810,3,3,3,0.0,2,1.0,1.0,1.45
1,48.0,1310,2,2,3,0.0,0,0.0,1.0,0.66
1,7.0,489,2,2,2,0.0,0,0.0,0.0,0.28
1,9.0,2177,3,3,1,3.0,0,0.0,0.0,1.38
1,118.0,1160,2,2,3,0.0,0,1.0,1.0,1.02
1,85.0,1539,3,3,1,0.0,2,1.0,1.0,1.3
1,9.0,2585,3,4,3,0.0,2,1.0,1.0,2.1
1,104.0,2120,3,4,2,0.0,0,1.0,1.0,1.38
1,48.0,1890,3,3,0,2.0,0,0.0,1.0,1.35
1,113.0,1895,4,5,3,3.0,2,0.0,1.0,0.92
1,90.0,2905,4,5,2,3.0,0,1.0,0.0,4.0
1,37.0,1000,2,2,3,3.0,2,1.0,1.0,1.24
1,115.0,900,2,2,3,2.0,0,1.0,1.0,0.8
1,84.0,1245,2,2,3,0.0,2,0.0,1.0,1.08
1,104.0,1148,2,2,3,0.0,0,1.0,1.0,1.2
1,94.0,1822,3,3,3,0.0,0,0.0,0.0,1.2
0,97.0,1025,4,2,1,1.0,0,1.0,0.0,0.58
1,76.0,1630,3,3,3,2.0,0,0.0,1.0,2.41
1,62.0,2061,3,3,3,1.0,2,1.0,1.0,2.51
1,43.0,585,2,2,1,0.0,0,0.0,0.0,0.42
1,80.0,1667,3,3,3,4.0,0,0.0,1.0,3.0
1,85.0,526,2,1,1,0.0,0,0.0,0.0,0.6
1,43.0,1457,3,2,3,0.0,0,0.0,1.0,1.1
1,42.0,1591,3,3,3,1.0,0,0.0,1.0,1.79
1,2.0,2000,3,3,3,0.0,0,4.0,1.0,1.92
0,105.0,3542,4,4,3,3.0,2,4.0,1.0,2.5
1,99.0,1360,2,2,2,0.0,2,0.0,1.0,0.95
1,6.0,1760,3,4,3,0.0,0,1.0,0.0,1.17
1,115.0,366,1,1,1,0.0,0,1.0,1.0,0.2
1,12.0,3400,4,5,3,0.0,0,1.0,1.0,3.49
1,60.0,2086,3,3,3,3.0,2,1.0,1.0,2.4
1,15.0,4739,4,6,3,0.0,0,2.0,1.0,5.31
1,39.0,450,1,1,1,0.0,0,0.0,0.0,0.21
0,100.0,3240,4,4,3,0.0,1,1.0,1.0,6.8
1,103.0,1200,2,2,2,0.0,0,0.0,1.0,0.6
1,49.0,1811,3,3,3,0.0,0,1.0,0.0,1.5
1,94.0,1950,4,3,3,0.0,0,1.0,1.0,1.65
1,112.0,1404,2,2,3,0.0,2,1.0,0.0,0.89
1,102.0,1900,3,3,3,0.0,0,1.0,1.0,1.75
1,113.0,1260,3,3,2,4.0,0,0.0,0.0,0.7
1,43.0,891,2,2,3,2.0,0,0.0,1.0,0.65
1,104.0,2812,4,4,3,0.0,0,3.0,0.0,2.14
1,85.0,1826,4,3,0,0.0,0,0.0,0.0,1.0
1,111.0,2727,4,4,3,0.0,0,2.0,1.0,1.95
1,85.0,1326,3,2,3,0.0,0,1.0,1.0,0.9
1,65.0,1596,3,4,3,3.0,0,2.0,1.0,1.7
1,106.0,1850,3,3,3,0.0,2,0.0,0.0,1.4
1,111.0,2575,4,4,3,0.0,0,2.0,1.0,1.25
1,3.0,1762,3,3,3,2.0,0,0.0,1.0,1.1
1,113.0,642,3,3,3,0.0,0,0.0,1.0,0.39
0,99.0,1095,3,2,3,4.0,0,1.0,1.0,0.75
0,59.0,2367,8,6,3,3.0,2,1.0,1.0,5.65
1,48.0,1990,3,3,3,0.0,0,1.0,1.0,1.4
0,9.0,2150,3,4,0,0.0,0,0.0,0.0,1.87
1,115.0,558,2,2,1,0.0,2,1.0,0.0,0.32
0,39.0,4569,3,2,1,1.0,0,0.0,0.0,2.5
1,49.0,1724,3,3,3,4.0,0,0.0,0.0,1.25
1,17.0,2300,3,3,2,3.0,0,0.0,0.0,0.85
1,111.0,1540,3,3,3,0.0,0,1.0,1.0,1.25
1,48.0,2191,3,3,3,0.0,2,0.0,1.0,1.05
0,110.0,822,3,2,1,1.0,0,0.0,0.0,0.5
1,43.0,1266,2,2,3,0.0,0,0.0,1.0,0.71
1,37.0,1100,1,1,1,1.0,2,2.0,1.0,1.0
1,2.0,2598,3,3,3,0.0,0,3.0,1.0,2.6
1,104.0,2408,3,4,3,0.0,0,1.0,0.0,2.0
1,9.0,1880,3,2,3,0.0,0,0.0,1.0,1.35
1,7.0,489,2,2,2,0.0,0,0.0,0.0,0.29
1,4.0,2450,3,4,3,0.0,2,1.0,1.0,2.45
0,17.0,900,6,4,2,3.0,0,2.0,0.0,1.3
1,20.0,2300,5,5,2,1.0,1,3.0,1.0,1.7
1,91.0,1300,2,2,2,2.0,0,0.0,0.0,1.0
1,83.0,2144,4,4,3,2.0,2,0.0,1.0,1.9
1,67.0,3390,4,5,3,0.0,2,3.0,1.0,6.5
1,62.0,2252,3,4,3,3.0,2,2.0,1.0,2.64
0,86.0,1440,2,2,2,1.0,0,0.0,0.0,1.95
1,2.0,915,2,2,1,0.0,0,0.0,0.0,1.1
1,3.0,1325,2,2,3,0.0,2,1.0,1.0,1.15
1,113.0,1895,4,5,3,0.0,0,0.0,0.0,0.95
1,43.0,519,2,2,2,2.0,0,0.0,0.0,0.32
1,39.0,649,1,2,2,3.0,0,0.0,1.0,0.56
1,39.0,1415,2,2,3,3.0,0,0.0,1.0,1.01
1,85.0,1500,3,2,3,0.0,2,0.0,1.0,0.9
1,61.0,3731,4,4,3,3.0,2,4.0,1.0,9.3
1,3.0,1350,2,2,2,0.0,0,0.0,0.0,0.9
1,6.0,1385,2,2,3,0.0,0,0.0,0.0,0.88
0,57.0,1242,1,1,0,4.0,0,0.0,0.0,3.3
1,99.0,2660,3,4,3,0.0,1,2.0,1.0,2.29
1,119.0,1650,4,3,3,0.0,2,0.0,0.0,1.5
1,96.0,2150,3,4,3,2.0,0,1.0,0.0,1.85
1,99.0,2103,3,3,3,0.0,1,4.0,0.0,2.2
1,16.0,2100,3,3,3,0.0,0,1.0,1.0,3.0
1,70.0,600,1,1,2,1.0,0,0.0,1.0,0.45
1,4.0,763,3,2,2,2.0,0,0.0,1.0,0.65
1,104.0,2812,4,5,3,0.0,0,1.0,1.0,2.15
1,16.0,1310,2,2,0,0.0,0,0.0,1.0,1.83
1,104.0,1370,3,3,3,4.0,0,0.0,0.0,1.8
1,57.0,2300,4,4,3,1.0,2,1.0,1.0,6.0
1,80.0,3850,3,3,2,3.0,0,1.0,1.0,7.0
0,5.0,900,9,5,3,1.0,0,0.0,0.0,0.8
0,33.0,3915,8,10,3,1.0,0,0.0,0.0,10.0
1,113.0,1523,3,3,3,0.0,2,1.0,1.0,0.8
1,42.0,1570,3,4,1,0.0,0,1.0,0.0,1.55
1,112.0,2364,4,4,3,0.0,0,2.0,1.0,1.75
1,76.0,1150,2,2,2,4.0,0,1.0,0.0,1.6
1,80.0,2040,3,3,2,4.0,0,1.0,0.0,3.67
1,108.0,1450,3,3,2,4.0,0,1.0,1.0,1.28
1,49.0,2191,4,3,3,0.0,2,1.0,1.0,1.6
1,99.0,1075,2,2,2,4.0,0,1.0,0.0,0.89
1,115.0,644,2,2,2,0.0,0,1.0,1.0,0.38
0,39.0,2642,4,4,3,3.0,0,3.0,0.0,4.99
0,52.0,1314,5,4,3,4.0,0,0.0,0.0,0.8
1,99.0,546,2,2,2,4.0,0,1.0,0.0,0.8
0,68.0,2430,4,4,0,0.0,0,0.0,0.0,5.7
1,2.0,1368,2,2,3,0.0,0,0.0,0.0,1.42
1,113.0,1050,3,2,2,2.0,0,0.0,1.0,0.75
1,108.0,1105,2,2,3,2.0,0,1.0,0.0,0.88
1,67.0,2895,3,4,3,0.0,2,3.0,1.0,4.8
1,99.0,6926,4,4,3,0.0,2,1.0,1.0,4.7
0,9.0,6228,5,5,3,0.0,0,1.0,1.0,7.0
1,70.0,2050,3,4,3,1.0,0,1.0,1.0,1.85
0,81.0,5608,4,4,3,0.0,0,2.0,1.0,9.01
1,2.0,1692,3,3,3,0.0,0,0.0,1.0,1.8
0,5.0,900,7,4,1,3.0,0,1.0,0.0,1.2
1,99.0,1075,2,2,2,4.0,0,1.0,0.0,0.89
1,49.0,1770,3,3,3,0.0,0,1.0,1.0,0.98
1,70.0,1550,3,2,3,1.0,0,1.0,1.0,1.7
0,33.0,3806,8,11,3,1.0,2,4.0,0.0,11.0
1,49.0,1410,2,2,3,3.0,0,0.0,1.0,0.75
0,88.0,6000,4,4,3,0.0,2,4.0,1.0,5.35
0,64.0,4861,6,6,0,3.0,0,0.0,0.0,13.2
0,17.0,4140,9,9,3,1.0,0,0.0,0.0,6.0
0,64.0,3240,5,7,3,3.0,2,4.0,1.0,10.45
1,96.0,2111,3,4,2,2.0,0,1.0,0.0,1.9
1,49.0,596,2,2,3,2.0,0,0.0,0.0,0.65
1,92.0,1400,2,2,3,0.0,0,1.0,1.0,1.54
1,49.0,900,3,3,3,0.0,0,1.0,0.0,1.2
1,99.0,2660,3,4,3,0.0,2,3.0,1.0,2.25
1,42.0,1799,3,3,3,2.0,2,0.0,0.0,1.7
1,45.0,2645,3,4,3,2.0,1,1.0,0.0,4.1
0,61.0,2403,7,7,3,1.0,2,4.0,1.0,4.95
1,64.0,2605,3,3,3,3.0,2,1.0,1.0,2.97
1,103.0,2095,4,4,3,0.0,0,2.0,1.0,1.02
0,39.0,900,3,4,2,0.0,0,0.0,0.0,1.0
0,9.0,2430,4,5,3,0.0,2,1.0,1.0,6.0
1,42.0,1151,2,2,3,4.0,0,0.0,0.0,1.65
1,85.0,1609,3,3,2,0.0,0,1.0,1.0,1.43
0,43.0,675,5,4,3,0.0,0,1.0,0.0,0.5
0,64.0,2160,9,9,3,0.0,1,4.0,1.0,5.88
1,115.0,637,2,2,0,0.0,0,0.0,0.0,0.35
1,43.0,576,2,2,2,0.0,0,0.0,0.0,0.26
0,4.0,920,3,5,3,3.0,0,0.0,1.0,1.95
1,111.0,3059,4,4,3,0.0,0,2.0,1.0,1.75
1,87.0,1950,3,4,3,2.0,0,2.0,0.0,1.8
1,113.0,591,2,2,1,0.0,2,2.0,0.0,0.42
1,16.0,2000,3,4,3,2.0,0,2.0,1.0,3.35
1,111.0,2215,4,4,3,0.0,0,0.0,1.0,1.78
1,112.0,2871,4,4,3,3.0,0,3.0,1.0,2.0
0,64.0,1760,4,4,3,3.0,2,2.0,1.0,7.35
1,80.0,1395,3,3,3,0.0,1,1.0,1.0,1.73
1,43.0,505,2,2,3,4.0,0,0.0,0.0,0.4
1,84.0,1220,2,2,3,2.0,0,0.0,0.0,1.25
0,100.0,3240,4,3,0,0.0,0,0.0,0.0,6.5
1,102.0,1818,3,3,3,0.0,2,1.0,1.0,1.1
0,86.0,1350,5,3,2,1.0,0,1.0,0.0,1.15
1,14.0,696,2,2,2,0.0,0,0.0,1.0,0.7
1,2.0,1852,3,3,3,0.0,0,4.0,0.0,1.75
1,115.0,990,2,2,3,0.0,0,0.0,0.0,0.55
1,71.0,1050,2,2,1,1.0,0,0.0,1.0,1.12
1,87.0,1950,3,5,3,0.0,2,1.0,1.0,1.5
1,82.0,2685,3,3,3,0.0,0,1.0,1.0,3.49
0,22.0,1449,6,6,3,0.0,0,2.0,1.0,2.98
1,96.0,1620,3,3,2,0.0,0,2.0,1.0,1.3
1,39.0,650,1,1,2,3.0,0,0.0,0.0,0.55
1,43.0,531,2,2,1,2.0,0,0.0,0.0,0.45
1,91.0,1622,3,3,3,4.0,0,1.0,1.0,0.9
1,80.0,1717,3,3,3,2.0,0,4.0,1.0,4.6
0,97.0,5022,4,6,1,0.0,0,0.0,0.0,1.6
1,84.0,1987,3,3,3,4.0,0,0.0,0.0,1.85
0,33.0,754,2,1,1,2.0,0,1.0,1.0,0.55
