F/H,sector,total_area(sqft),bedRoom,bathroom,balcony,agePossession,furnishing_type,additional_room_count,luxury_cat,price
1,104.0,950,2,2,2,0.0,0,1.0,1.0,0.55
1,55.0,2900,4,4,3,1.0,0,0.0,0.0,3.4
1,92.0,1427,2,2,3,0.0,0,1.0,1.0,1.57
0,67.0,2646,5,5,3,3.0,2,0.0,0.0,4.65
0,9.0,3600,4,5,3,2.0,2,4.0,0.0,10.0
0,61.0,7000,4,4,1,3.0,0,0.0,0.0,18.5
1,49.0,1295,3,3,2,4.0,0,0.0,0.0,1.1
0,64.0,15479,3,3,1,3.0,0,1.0,1.0,6.95
1,79.0,1081,2,2,2,4.0,0,0.0,0.0,1.65
0,68.0,2844,4,4,3,2.0,0,1.0,1.0,3.51
0,34.0,3618,5,5,3,3.0,0,3.0,0.0,10.5
1,9.0,2585,3,4,3,2.0,0,2.0,1.0,2.3
1,3.0,1361,2,2,3,2.0,0,1.0,1.0,0.8
1,8.0,2510,3,3,2,2.0,0,1.0,1.0,3.75
1,96.0,1567,2,2,3,0.0,0,1.0,0.0,1.12
1,9.0,2267,3,3,1,2.0,0,1.0,0.0,1.5
1,2.0,3198,4,5,3,0.0,2,2.0,1.0,2.5
1,61.0,1869,3,3,3,3.0,0,0.0,0.0,3.45
0,34.0,1800,4,4,3,3.0,0,4.0,1.0,6.5
1,115.0,980,2,2,1,0.0,0,1.0,1.0,0.45
1,100.0,1800,4,3,0,0.0,0,0.0,0.0,1.45
1,113.0,1520,3,4,3,0.0,2,1.0,1.0,1.68
0,37.0,3240,5,6,3,2.0,2,3.0,1.0,10.5
1,4.0,2290,3,3,3,0.0,0,1.0,1.0,1.85
1,62.0,1749,3,3,1,3.0,0,2.0,1.0,1.85
1,70.0,1500,3,3,3,1.0,0,1.0,1.0,1.37
1,108.0,1750,3,3,3,4.0,0,1.0,1.0,1.7
1,4.0,885,3,2,2,4.0,0,0.0,0.0,1.4
1,9.0,2585,3,4,3,2.0,0,2.0,1.0,2.3
1,2.0,1266,2,2,2,0.0,0,0.0,1.0,1.25
1,39.0,1919,3,4,3,3.0,2,1.0,1.0,1.51
0,39.0,1557,4,4,2,1.0,0,0.0,0.0,2.5
1,88.0,2150,3,3,3,0.0,2,1.0,1.0,2.5
1,81.0,2764,4,4,3,0.0,2,4.0,1.0,3.0
1,89.0,2193,4,4,3,3.0,0,1.0,1.0,1.32
1,108.0,1494,3,3,2,2.0,0,1.0,0.0,1.3
1,43.0,580,2,2,1,2.0,0,0.0,0.0,0.32
1,92.0,1424,2,2,3,0.0,0,1.0,1.0,1.54
1,9.0,2095,3,4,3,0.0,0,1.0,1.0,2.2
0,60.0,2475,3,3,3,1.0,2,0.0,0.0,1.15
0,9.0,6228,4,5,3,3.0,0,0.0,1.0,6.0
1,4.0,1259,2,2,0,0.0,0,0.0,0.0,0.9
1,103.0,1343,3,2,3,2.0,2,1.0,1.0,0.94
1,94.0,1500,3,3,3,0.0,0,1.0,1.0,1.75
1,89.0,1762,3,3,2,3.0,2,1.0,1.0,1.15
1,81.0,1800,3,4,2,0.0,2,1.0,1.0,1.9
1,16.0,1650,3,4,3,0.0,2,1.0,0.0,2.7
1,81.0,1700,3,4,2,0.0,2,1.0,1.0,2.1
1,113.0,2040,4,4,0,0.0,0,0.0,0.0,1.3
1,2.0,1852,3,3,3,2.0,0,0.0,1.0,2.12
1,100.0,1400,3,4,2,0.0,0,2.0,1.0,1.12
1,85.0,1704,3,3,3,4.0,0,0.0,0.0,1.8
1,113.0,1326,3,2,2,0.0,0,0.0,1.0,0.7
0,108.0,900,3,2,2,2.0,0,0.0,0.0,0.52
1,16.0,1150,2,2,3,2.0,0,1.0,1.0,1.38
1,15.0,3194,3,5,2,0.0,0,1.0,1.0,3.65
0,20.0,3243,3,3,2,3.0,0,0.0,0.0,5.51
1,100.0,1790,3,4,2,0.0,2,2.0,1.0,1.15
1,3.0,1790,3,3,3,0.0,2,1.0,1.0,1.35
0,24.0,4518,4,4,2,1.0,2,3.0,0.0,8.5
1,39.0,1780,3,3,3,1.0,1,0.0,1.0,1.4
1,106.0,1167,2,2,1,2.0,0,1.0,1.0,1.15
0,63.0,909,2,2,0,3.0,2,0.0,0.0,0.7
1,104.0,2812,4,5,3,0.0,2,0.0,1.0,2.1
0,91.0,4842,5,8,3,0.0,1,4.0,1.0,17.0
0,49.0,1539,1,1,0,0.0,0,0.0,0.0,1.16
0,37.0,1800,4,3,3,1.0,2,2.0,0.0,5.5
1,118.0,580,2,2,1,2.0,0,0.0,0.0,0.32
1,2.0,1942,3,4,3,3.0,0,1.0,1.0,1.82
1,61.0,3100,4,5,3,2.0,0,3.0,1.0,4.3
1,4.0,1733,2,3,3,0.0,0,1.0,1.0,1.58
1,85.0,1350,2,3,1,0.0,0,1.0,1.0,1.19
1,10.0,3557,6,4,2,3.0,0,0.0,0.0,2.3
1,94.0,2000,3,4,3,2.0,2,1.0,0.0,1.9
1,113.0,1414,3,3,3,3.0,0,0.0,0.0,0.65
1,39.0,1300,3,3,1,1.0,0,0.0,0.0,0.8
1,104.0,1968,4,5,3,0.0,0,1.0,1.0,2.15
1,103.0,450,1,1,1,2.0,2,0.0,0.0,0.3
1,108.0,1910,3,3,3,2.0,0,1.0,0.0,1.3
1,8.0,2338,3,3,3,0.0,0,1.0,1.0,2.0
1,119.0,1550,3,3,2,3.0,0,1.0,0.0,0.95
1,76.0,1630,3,3,2,4.0,0,1.0,1.0,2.3
1,83.0,1727,3,3,2,4.0,0,1.0,1.0,2.08
1,2.0,1650,3,3,3,0.0,2,0.0,1.0,1.49
1,5.0,1000,3,2,1,0.0,0,0.0,0.0,0.42
1,85.0,1570,3,3,1,0.0,0,1.0,1.0,1.4
1,104.0,2120,3,4,2,0.0,2,1.0,1.0,1.25
1,61.0,2576,3,3,0,0.0,0,1.0,1.0,2.0
0,57.0,11286,6,7,3,0.0,2,4.0,0.0,27.5
0,34.0,6400,5,5,3,3.0,2,3.0,1.0,15.0
1,118.0,1997,3,5,3,0.0,2,2.0,0.0,1.45
1,48.0,1815,3,4,3,0.0,0,1.0,0.0,0.99
1,3.0,1991,3,4,3,2.0,0,1.0,0.0,1.12
1,37.0,1760,3,4,3,3.0,1,1.0,0.0,2.2
1,115.0,844,2,2,1,2.0,2,1.0,1.0,0.33
1,105.0,1895,3,4,3,0.0,0,1.0,1.0,1.65
0,39.0,594,3,3,2,1.0,2,0.0,0.0,1.15
1,64.0,4889,4,3,3,3.0,0,1.0,0.0,6.0
1,90.0,2625,4,5,3,0.0,2,1.0,1.0,3.19
1,80.0,3150,4,3,2,0.0,0,1.0,0.0,3.2
0,71.0,1620,4,4,3,1.0,2,1.0,1.0,3.5
1,82.0,2411,3,3,3,0.0,2,1.0,1.0,2.87
1,2.0,2310,3,4,3,0.0,0,2.0,1.0,2.15
1,2.0,1650,3,3,3,0.0,0,1.0,0.0,1.45
1,82.0,3410,4,4,3,0.0,2,4.0,1.0,4.75
1,8.0,734,2,3,3,0.0,2,1.0,1.0,0.87
1,67.0,3389,4,4,3,3.0,2,1.0,1.0,6.44
1,114.0,1805,3,4,2,0.0,2,0.0,1.0,1.45
1,9.0,2150,3,4,3,0.0,0,2.0,1.0,1.75
1,8.0,1758,3,3,3,0.0,0,1.0,1.0,1.2
1,43.0,654,2,2,2,2.0,0,0.0,1.0,0.42
1,2.0,2000,3,3,3,0.0,2,1.0,1.0,1.98
1,94.0,1450,3,4,3,0.0,0,2.0,0.0,1.25
1,66.0,2430,4,4,3,2.0,0,0.0,0.0,1.76
0,32.0,4200,9,9,3,3.0,2,2.0,0.0,5.5
0,29.0,4851,5,4,2,3.0,2,3.0,0.0,5.7
1,13.0,2042,3,3,3,0.0,2,1.0,1.0,1.8
1,105.0,1929,3,3,1,0.0,0,0.0,1.0,1.5
1,99.0,2132,3,3,3,2.0,1,1.0,1.0,2.25
1,43.0,824,2,2,2,2.0,0,0.0,1.0,0.68
1,103.0,1534,2,2,3,0.0,2,1.0,0.0,1.15
0,52.0,630,1,1,1,3.0,0,1.0,0.0,0.65
1,58.0,1944,3,3,2,2.0,2,1.0,0.0,2.4
0,88.0,2332,4,4,3,2.0,2,3.0,1.0,6.5
1,3.0,1488,3,4,3,0.0,0,2.0,1.0,0.99
0,9.0,5400,4,4,3,2.0,2,2.0,0.0,5.65
1,0.0,2051,3,3,3,3.0,0,1.0,1.0,0.73
1,80.0,1975,4,4,3,0.0,2,1.0,1.0,3.5
1,104.0,1640,2,2,2,0.0,0,1.0,1.0,1.31
0,64.0,3240,5,6,3,3.0,2,4.0,1.0,10.3
1,64.0,988,2,2,2,3.0,0,0.0,1.0,1.05
1,105.0,750,3,2,2,2.0,0,0.0,0.0,0.6
1,103.0,483,2,2,2,0.0,0,0.0,0.0,0.35
1,80.0,1829,3,3,3,0.0,0,0.0,1.0,2.78
1,3.0,1811,3,4,3,4.0,0,2.0,1.0,1.25
1,80.0,3363,3,3,3,3.0,1,1.0,0.0,5.9
1,2.0,903,2,2,1,4.0,0,0.0,1.0,1.1
1,43.0,822,2,1,2,2.0,0,0.0,1.0,0.65
1,8.0,2343,4,5,3,0.0,0,0.0,1.0,3.95
1,87.0,1865,3,3,3,4.0,0,0.0,1.0,1.25
1,85.0,3216,4,5,3,0.0,0,2.0,0.0,3.25
1,64.0,2069,3,3,3,3.0,2,0.0,0.0,2.35
0,39.0,1008,3,1,0,3.0,0,0.0,0.0,0.9
1,80.0,1975,4,4,3,0.0,0,1.0,1.0,3.0
1,11.0,652,2,2,2,0.0,0,0.0,0.0,0.3
0,31.0,3078,4,4,2,1.0,0,0.0,0.0,5.0
1,84.0,1180,2,2,2,2.0,0,0.0,0.0,0.9
1,111.0,2364,4,4,3,3.0,2,1.0,1.0,1.65
0,39.0,900,5,3,3,3.0,0,0.0,0.0,0.85
1,7.0,1366,2,2,3,0.0,0,0.0,1.0,0.82
1,82.0,3154,4,4,3,0.0,2,1.0,1.0,4.5
1,68.0,1607,3,4,3,3.0,1,1.0,1.0,4.85
0,0.0,2499,3,3,2,3.0,2,1.0,1.0,4.0
1,115.0,357,1,1,1,0.0,0,1.0,1.0,0.2
0,19.0,1426,2,2,2,1.0,0,2.0,0.0,1.5
1,85.0,1100,2,3,0,0.0,0,0.0,1.0,1.2
1,111.0,3343,4,4,3,0.0,0,2.0,1.0,1.9
1,113.0,1261,3,2,2,4.0,0,1.0,0.0,0.61
0,39.0,1080,9,4,3,3.0,0,0.0,0.0,0.98
1,104.0,1240,2,2,3,0.0,0,1.0,1.0,1.3
1,104.0,2560,4,5,3,2.0,2,1.0,0.0,1.5
1,39.0,4500,4,4,3,2.0,0,1.0,1.0,3.35
1,2.0,1215,2,2,3,0.0,0,0.0,0.0,1.28
1,96.0,1530,2,2,3,0.0,0,1.0,1.0,0.9
1,102.0,1900,3,3,3,0.0,2,1.0,1.0,1.76
0,33.0,1080,4,4,3,0.0,1,3.0,0.0,2.6
0,105.0,3194,4,5,3,3.0,2,3.0,0.0,2.5
0,1.0,540,4,2,1,0.0,0,0.0,0.0,0.45
0,39.0,2430,6,5,3,0.0,0,1.0,1.0,4.95
1,9.0,2095,3,4,3,0.0,0,4.0,0.0,2.22
1,57.0,1935,3,3,2,2.0,0,0.0,0.0,2.5
0,86.0,990,5,4,2,1.0,0,0.0,0.0,1.16
1,58.0,1750,3,2,3,1.0,1,0.0,1.0,1.49
1,49.0,1350,3,3,1,4.0,0,1.0,0.0,1.1
0,64.0,2160,4,4,3,1.0,2,0.0,1.0,7.42
1,48.0,1435,2,3,3,4.0,0,2.0,1.0,0.7
1,9.0,2095,3,4,3,0.0,0,1.0,1.0,2.15
1,104.0,1640,2,2,3,0.0,0,1.0,0.0,1.05
1,9.0,2150,3,3,3,0.0,2,1.0,0.0,1.65
1,48.0,1310,2,2,3,0.0,0,0.0,1.0,0.66
1,114.0,544,2,2,2,2.0,0,0.0,0.0,0.4
1,43.0,1447,2,2,3,0.0,0,1.0,0.0,0.71
1,7.0,489,2,2,2,0.0,0,0.0,0.0,0.28
1,70.0,2250,3,3,3,3.0,2,2.0,1.0,1.55
1,81.0,2200,3,3,3,3.0,2,2.0,1.0,3.5
1,84.0,1225,2,2,2,2.0,0,1.0,1.0,1.0
0,30.0,2368,6,6,3,1.0,2,2.0,1.0,4.7
1,106.0,1733,2,2,3,0.0,1,1.0,1.0,1.45
1,14.0,3000,4,5,3,0.0,1,1.0,1.0,3.9
1,96.0,867,3,3,3,0.0,2,2.0,1.0,1.2
0,88.0,2610,4,5,3,0.0,2,4.0,1.0,5.4
1,43.0,1081,3,2,3,2.0,0,0.0,1.0,0.75
1,85.0,1970,4,4,1,0.0,0,0.0,1.0,1.72
1,5.0,3601,2,2,1,2.0,0,1.0,0.0,0.95
0,86.0,1072,5,4,2,1.0,0,0.0,0.0,1.2
1,100.0,1688,2,2,2,0.0,2,1.0,1.0,1.0
1,8.0,1631,4,5,3,0.0,1,1.0,1.0,3.0
1,48.0,1000,3,3,2,4.0,0,0.0,0.0,0.45
0,43.0,1053,2,3,2,2.0,2,2.0,1.0,1.5
0,17.0,1200,8,8,2,0.0,0,0.0,0.0,0.8
1,52.0,650,2,2,1,0.0,0,0.0,0.0,0.43
1,106.0,2066,3,3,3,0.0,0,1.0,1.0,1.38
1,4.0,1446,2,2,3,0.0,0,1.0,1.0,0.85
1,61.0,1910,3,3,3,1.0,2,1.0,1.0,1.6
1,42.0,650,3,3,3,4.0,0,0.0,1.0,1.4
1,80.0,3844,3,5,3,0.0,1,1.0,0.0,6.15
1,117.0,1365,2,2,3,4.0,0,0.0,1.0,0.92
1,113.0,2350,3,2,3,0.0,0,0.0,0.0,1.1
1,96.0,1490,3,3,3,0.0,0,2.0,1.0,1.25
1,85.0,1970,4,4,1,0.0,0,0.0,1.0,1.75
0,86.0,900,3,2,1,1.0,0,1.0,0.0,0.45
1,42.0,1380,2,2,2,4.0,0,0.0,1.0,1.1
1,2.0,526,2,2,1,0.0,0,1.0,1.0,0.47
1,81.0,1259,2,2,2,0.0,0,1.0,1.0,1.7
0,20.0,4518,3,3,2,1.0,2,3.0,0.0,7.5
1,107.0,1350,2,2,3,2.0,0,0.0,0.0,0.92
1,43.0,394,1,1,1,0.0,0,0.0,0.0,0.21
0,20.0,1935,6,4,2,1.0,2,1.0,0.0,3.5
1,7.0,547,2,2,2,0.0,0,0.0,0.0,0.36
0,35.0,3771,4,4,3,1.0,0,0.0,0.0,4.6
0,39.0,1557,4,3,2,3.0,2,1.0,1.0,2.68
1,106.0,626,2,2,1,2.0,0,0.0,0.0,0.45
1,8.0,2779,4,5,3,0.0,0,0.0,1.0,2.28
1,79.0,1350,3,3,3,4.0,0,0.0,0.0,3.5
1,64.0,2705,3,3,3,3.0,0,1.0,1.0,2.7
0,62.0,1950,3,3,3,3.0,0,2.0,0.0,4.05
1,43.0,1202,2,2,3,0.0,0,1.0,1.0,0.72
1,95.0,1853,3,3,3,3.0,0,0.0,0.0,1.05
1,99.0,1780,3,3,0,0.0,0,0.0,0.0,0.9
1,66.0,6500,5,7,3,3.0,0,2.0,1.0,5.0
1,85.0,1971,4,4,1,0.0,0,0.0,1.0,1.7
0,35.0,1265,4,4,3,1.0,0,0.0,0.0,4.45
1,34.0,2470,4,4,3,1.0,0,1.0,0.0,3.4
1,49.0,2191,4,3,3,0.0,0,3.0,0.0,1.8
1,113.0,2000,4,3,2,2.0,0,0.0,0.0,0.95
1,42.0,623,2,2,2,4.0,0,0.0,0.0,0.4
0,101.0,5133,5,6,3,0.0,0,0.0,1.0,3.85
1,87.0,1950,3,5,0,0.0,0,0.0,0.0,1.75
1,99.0,894,2,2,2,0.0,2,0.0,1.0,0.95
1,7.0,602,2,2,1,0.0,0,1.0,0.0,0.36
1,83.0,1228,3,3,3,2.0,2,2.0,1.0,1.8
1,113.0,700,2,2,3,4.0,0,1.0,0.0,0.78
1,12.0,4061,4,4,3,2.0,0,0.0,1.0,4.0
1,105.0,501,2,2,1,2.0,0,1.0,1.0,0.43
1,60.0,2086,3,4,3,3.0,0,1.0,1.0,2.4
1,43.0,640,2,2,2,0.0,0,0.0,0.0,0.3
1,104.0,1400,3,3,2,0.0,0,0.0,1.0,0.9
1,30.0,1860,3,3,3,0.0,1,0.0,0.0,2.55
1,105.0,1930,3,3,3,0.0,0,0.0,0.0,1.55
0,71.0,3450,6,6,2,3.0,1,4.0,1.0,3.65
1,118.0,1550,2,2,3,2.0,0,1.0,1.0,1.1
1,85.0,2010,4,4,2,0.0,0,0.0,1.0,1.68
1,2.0,1786,3,3,3,4.0,0,0.0,1.0,2.5
1,79.0,1081,2,2,2,4.0,0,0.0,0.0,1.65
1,39.0,1565,2,2,3,1.0,0,1.0,1.0,1.18
0,51.0,892,1,1,2,1.0,0,0.0,0.0,1.6
0,17.0,360,2,1,0,1.0,0,0.0,0.0,0.35
1,57.0,1407,3,3,2,3.0,0,0.0,1.0,2.0
1,43.0,893,2,2,2,0.0,0,0.0,0.0,0.4
1,8.0,2003,3,4,2,0.0,0,0.0,1.0,2.9
1,85.0,1860,3,3,2,0.0,2,0.0,1.0,1.65
1,49.0,2191,4,3,3,0.0,0,1.0,1.0,1.78
1,103.0,1534,2,2,3,0.0,0,1.0,0.0,1.15
1,48.0,2035,3,4,3,0.0,0,2.0,0.0,1.1
1,68.0,2704,4,4,2,3.0,1,1.0,1.0,6.75
1,82.0,2527,3,3,3,0.0,2,1.0,0.0,2.99
1,45.0,600,1,1,1,0.0,0,0.0,0.0,0.5
1,99.0,2092,3,4,3,0.0,0,1.0,1.0,2.35
1,108.0,1105,2,2,2,2.0,0,0.0,0.0,0.9
1,85.0,1809,3,3,3,0.0,0,0.0,0.0,2.06
1,80.0,1400,3,3,3,2.0,2,1.0,1.0,1.95
1,108.0,1140,2,2,2,3.0,0,0.0,0.0,0.75
1,17.0,990,2,2,1,0.0,2,1.0,0.0,0.72
1,12.0,3880,5,5,3,0.0,0,1.0,1.0,4.25
1,102.0,1735,3,3,2,0.0,0,0.0,0.0,1.18
1,70.0,2400,4,4,3,3.0,2,0.0,0.0,2.05
1,3.0,1450,2,3,3,0.0,0,1.0,1.0,0.89
1,102.0,1647,2,2,3,0.0,0,0.0,0.0,1.19
1,39.0,1057,2,2,2,4.0,0,0.0,1.0,1.1
1,118.0,1252,2,2,2,2.0,0,0.0,0.0,0.85
1,88.0,2150,3,3,3,0.0,0,0.0,0.0,2.75
1,85.0,1538,3,3,1,0.0,2,0.0,1.0,1.4
0,35.0,1350,3,3,2,3.0,0,2.0,1.0,4.5
0,33.0,4860,3,3,1,1.0,0,0.0,0.0,1.45
1,80.0,1650,3,3,3,0.0,0,2.0,1.0,2.35
0,58.0,4571,6,7,3,0.0,2,4.0,1.0,16.0
1,85.0,2000,4,5,3,0.0,0,1.0,1.0,1.8
0,11.0,1080,3,2,0,0.0,0,0.0,0.0,1.05
1,11.0,720,2,2,2,2.0,0,0.0,1.0,0.35
1,43.0,623,2,2,1,2.0,0,0.0,0.0,0.4
1,49.0,2000,3,2,1,4.0,0,2.0,1.0,1.2
1,76.0,1150,2,2,2,2.0,0,2.0,1.0,1.47
0,61.0,4000,4,5,3,3.0,2,4.0,0.0,8.5
1,14.0,2325,3,4,3,4.0,0,2.0,0.0,1.65
1,73.0,3025,3,4,3,2.0,2,1.0,0.0,5.8
1,111.0,1935,3,3,3,0.0,2,1.0,0.0,1.25
0,34.0,3618,5,6,3,1.0,2,1.0,1.0,13.5
0,17.0,1800,9,5,2,1.0,0,1.0,0.0,2.5
0,57.0,1650,1,1,0,0.0,0,0.0,0.0,2.15
0,19.0,785,5,4,3,3.0,0,4.0,0.0,0.9
1,88.0,2150,3,3,3,0.0,2,1.0,1.0,2.3
1,95.0,2500,4,4,3,0.0,0,3.0,1.0,1.25
1,104.0,3040,4,5,3,0.0,0,2.0,1.0,2.0
1,13.0,2428,4,4,3,0.0,0,1.0,1.0,2.25
1,90.0,3355,4,4,3,2.0,2,1.0,1.0,5.25
1,104.0,1478,3,3,1,0.0,0,0.0,1.0,0.88
0,71.0,2700,6,6,3,1.0,1,4.0,1.0,4.6
1,4.0,2450,3,3,3,0.0,2,1.0,1.0,2.49
1,113.0,750,3,3,1,0.0,0,0.0,0.0,0.45
0,110.0,2610,9,9,3,0.0,0,1.0,0.0,3.5
1,3.0,1250,2,2,3,0.0,2,1.0,1.0,1.01
1,30.0,1459,3,3,3,2.0,1,0.0,1.0,4.1
1,111.0,1702,3,3,3,0.0,2,1.0,0.0,1.26
0,82.0,3600,6,7,3,3.0,2,4.0,1.0,8.0
1,82.0,2358,3,4,3,0.0,2,1.0,0.0,3.39
0,105.0,3542,4,4,3,3.0,2,4.0,1.0,2.5
1,95.0,1239,2,2,1,3.0,0,0.0,0.0,0.75
1,104.0,2812,4,4,3,0.0,0,0.0,0.0,2.1
1,39.0,465,1,1,1,3.0,2,0.0,0.0,0.4
0,64.0,3231,3,3,2,1.0,2,2.0,1.0,8.45
0,39.0,4000,6,4,0,3.0,0,0.0,0.0,5.0
1,6.0,2355,4,6,3,0.0,0,1.0,1.0,1.5
1,113.0,1300,3,2,2,0.0,0,0.0,0.0,0.85
1,105.0,1560,3,4,3,3.0,0,2.0,1.0,1.28
1,2.0,2579,3,4,3,0.0,2,2.0,1.0,1.95
1,72.0,1375,2,2,1,0.0,2,1.0,0.0,2.2
1,43.0,822,2,2,3,2.0,0,0.0,1.0,0.56
1,95.0,1854,3,4,3,3.0,0,2.0,1.0,0.88
1,99.0,2109,3,3,3,0.0,2,1.0,0.0,2.7
1,2.0,1600,3,4,3,0.0,0,2.0,1.0,2.22
1,4.0,1756,3,3,0,4.0,0,0.0,0.0,1.08
1,102.0,1400,3,2,2,3.0,2,0.0,1.0,1.05
1,116.0,562,2,2,2,2.0,2,0.0,1.0,0.41
1,8.0,2343,3,4,2,0.0,0,1.0,0.0,3.95
1,99.0,1660,3,2,3,0.0,0,0.0,1.0,1.15
1,43.0,1120,3,2,2,4.0,0,0.0,1.0,0.9
1,7.0,1366,2,2,3,2.0,0,0.0,1.0,0.8
0,39.0,3240,8,6,3,3.0,0,4.0,0.0,5.6
1,0.0,1666,3,2,2,3.0,0,0.0,0.0,0.85
1,68.0,3160,4,6,3,3.0,2,1.0,1.0,6.75
1,2.0,2076,3,4,3,0.0,0,1.0,1.0,2.05
0,37.0,900,8,8,3,3.0,2,1.0,0.0,2.1
1,118.0,1997,3,3,0,0.0,0,0.0,0.0,1.3
1,60.0,2086,3,4,3,3.0,0,1.0,0.0,2.15
1,88.0,930,2,2,1,2.0,2,0.0,1.0,0.95
0,39.0,1170,4,2,2,1.0,0,0.0,0.0,0.75
1,92.0,1342,2,2,3,2.0,2,0.0,0.0,1.47
0,74.0,900,2,3,2,1.0,0,0.0,0.0,0.75
0,34.0,2700,5,5,3,3.0,1,2.0,0.0,10.0
1,93.0,2937,3,4,3,4.0,0,0.0,0.0,3.5
1,9.0,2030,3,3,2,3.0,0,1.0,1.0,1.8
1,96.0,1286,2,2,0,4.0,0,0.0,0.0,0.71
1,99.0,3185,4,5,2,0.0,2,1.0,1.0,2.91
1,106.0,1654,3,3,3,2.0,0,2.0,1.0,1.29
1,9.0,1745,3,3,3,3.0,0,0.0,0.0,1.7
1,96.0,1415,2,2,3,2.0,2,0.0,0.0,1.1
1,9.0,1750,3,3,3,0.0,0,1.0,1.0,1.4
1,37.0,1946,3,3,3,3.0,0,1.0,1.0,2.3
0,39.0,5400,4,4,3,1.0,1,2.0,0.0,7.2
1,61.0,1455,3,3,1,0.0,0,0.0,1.0,1.38
1,92.0,1124,2,2,3,0.0,0,1.0,1.0,1.55
1,76.0,1200,2,2,2,4.0,0,1.0,1.0,1.47
1,64.0,1997,3,3,3,3.0,2,0.0,1.0,2.35
1,80.0,3355,3,4,2,0.0,0,0.0,0.0,6.15
1,2.0,1650,3,3,3,0.0,0,1.0,0.0,1.4
1,102.0,1600,4,4,3,3.0,0,1.0,1.0,1.25
1,113.0,1950,4,3,2,0.0,0,0.0,0.0,1.0
0,19.0,4950,4,5,2,1.0,0,0.0,0.0,4.5
1,111.0,2215,4,4,3,0.0,0,1.0,0.0,1.75
1,43.0,600,1,1,1,0.0,0,0.0,0.0,0.25
1,43.0,748,2,2,3,2.0,0,0.0,1.0,0.55
1,88.0,1976,3,3,3,2.0,0,1.0,1.0,1.69
1,14.0,1700,3,3,2,0.0,0,0.0,1.0,2.25
1,12.0,5346,2,2,2,0.0,0,0.0,0.0,1.6
1,87.0,1950,3,4,2,0.0,0,2.0,0.0,1.75
1,80.0,1650,3,4,3,0.0,1,2.0,1.0,2.29
1,2.0,1650,3,3,3,0.0,0,1.0,1.0,1.35
1,104.0,2120,3,4,2,0.0,2,1.0,0.0,1.25
1,64.0,1836,3,3,3,3.0,2,1.0,1.0,1.82
0,35.0,4500,6,8,3,3.0,2,4.0,1.0,19.0
0,43.0,277,1,1,0,0.0,0,0.0,0.0,0.07
0,79.0,3132,6,6,3,4.0,0,2.0,0.0,8.5
1,80.0,1828,3,3,3,4.0,0,0.0,1.0,3.0
0,64.0,3060,4,4,3,0.0,1,2.0,1.0,12.5
1,90.0,3500,4,4,3,2.0,2,1.0,1.0,6.75
1,43.0,340,1,1,1,0.0,0,0.0,1.0,0.24
1,85.0,2010,4,4,2,0.0,0,1.0,1.0,1.68
1,49.0,650,2,2,3,2.0,0,0.0,0.0,0.6
1,61.0,2305,3,3,3,0.0,2,2.0,1.0,2.7
1,80.0,1020,2,2,2,0.0,2,1.0,1.0,1.42
1,104.0,2408,3,4,3,2.0,0,1.0,1.0,1.78
0,52.0,467,1,1,1,0.0,0,0.0,0.0,0.37
0,50.0,1494,9,9,3,0.0,2,2.0,0.0,4.3
0,35.0,2700,4,4,3,1.0,0,4.0,1.0,8.9
1,85.0,1578,3,3,2,0.0,2,1.0,0.0,1.28
1,99.0,2100,3,4,3,0.0,1,1.0,0.0,2.2
1,43.0,1751,3,3,3,0.0,0,0.0,0.0,1.3
0,57.0,1935,3,3,2,0.0,2,0.0,1.0,2.55
1,108.0,1103,2,2,3,2.0,0,0.0,0.0,0.97
1,8.0,734,2,3,3,0.0,0,4.0,0.0,0.98
1,9.0,1320,3,3,3,0.0,0,0.0,1.0,1.7
1,80.0,1314,2,2,3,2.0,0,0.0,1.0,1.8
0,51.0,4500,5,5,3,3.0,2,1.0,0.0,15.0
1,108.0,1110,2,2,3,2.0,0,2.0,1.0,1.0
1,76.0,1150,2,2,2,2.0,0,2.0,0.0,1.6
1,80.0,1969,3,3,3,2.0,0,0.0,0.0,2.79
1,45.0,2538,3,3,2,2.0,0,0.0,0.0,3.65
1,101.0,2273,4,4,3,0.0,0,1.0,0.0,2.6
0,30.0,2367,7,5,3,1.0,2,2.0,0.0,4.75
0,61.0,2340,4,4,2,0.0,2,1.0,0.0,5.5
1,37.0,1150,2,2,2,2.0,1,0.0,1.0,1.91
1,85.0,1578,3,3,2,0.0,0,1.0,0.0,1.6
0,17.0,2340,3,2,1,1.0,0,2.0,0.0,2.25
1,113.0,969,2,2,2,2.0,2,0.0,0.0,0.78
1,100.0,4891,4,6,3,0.0,2,2.0,1.0,3.0
0,86.0,900,2,2,0,1.0,0,0.0,0.0,0.53
1,82.0,2358,3,4,3,0.0,2,1.0,1.0,3.4
1,82.0,2047,3,3,3,0.0,2,1.0,1.0,2.65
1,118.0,1930,4,5,3,0.0,0,2.0,0.0,1.38
1,102.0,1828,3,2,1,0.0,1,4.0,1.0,1.25
1,81.0,2410,4,4,3,0.0,2,1.0,1.0,3.4
0,57.0,2700,3,3,3,2.0,2,1.0,0.0,13.0
0,33.0,1070,4,4,3,1.0,0,0.0,0.0,3.25
1,111.0,1430,3,3,3,0.0,0,1.0,1.0,1.29
