F/H,sector,price,total_area(sqft),bedRoom,bathroom,balcony,agePossession,furnishing_type,additional_room_count,luxury_cat
1,47,2.4,2400,3,3,0,Relatively Old,2,0.0,Low
1,85,1.22,916,2,2,3,New,0,1.0,Mid 
1,81,4.0,4200,4,5,3,New,2,1.0,Mid 
0,66,8.8,2115,4,4,3,New,0,3.0,Mid 
1,65,4.95,3112,3,3,3,New,2,1.0,Mid 
1,104,2.3,2300,3,4,3,Relatively New,0,1.0,Mid 
0,5,0.8,900,2,2,1,Old,0,0.0,Low
1,84,1.05,2095,4,4,3,Relatively New,0,1.0,Mid 
1,48,4.3,3100,4,5,3,Relatively New,0,3.0,Mid 
0,24,3.5,1080,5,4,3,Old,0,0.0,Low
1,33,1.39,1200,3,2,3,Under Construction,0,0.0,Mid 
0,3,0.5,450,5,3,3,Relatively Old,0,0.0,Low
1,88A,1.31,1617,2,2,3,New,0,1.0,Mid 
1,88A,1.5,1850,3,3,2,New,0,0.0,Low
1,79,1.35,1500,2,2,3,Relatively New,2,2.0,Mid 
1,104,1.35,2700,4,5,3,New,0,4.0,Mid 
1,93,0.4,730,2,2,0,New,0,0.0,Low
1,66,2.8,1700,3,4,3,New,2,1.0,Mid 
1,81,2.3,2103,3,3,3,New,1,4.0,Low
1,65,2.0,1433,2,2,2,New,0,0.0,Low
1,90,0.95,1500,3,3,3,New,0,1.0,Mid 
1,109,1.6,3008,4,1,0,Relatively New,0,0.0,Low
1,89,1.05,1103,2,2,2,Under Construction,0,2.0,Low
1,90,1.79,2215,4,3,3,Relatively Old,0,0.0,Mid 
1,37D,1.1,1990,3,3,3,New,0,0.0,Mid 
1,74,2.2,2018,3,3,3,Relatively New,2,1.0,Low
1,68,1.7,2000,4,4,3,Relatively New,0,0.0,Mid 
0,48,19.5,8775,5,6,3,Relatively Old,2,4.0,Mid 
0,9,0.35,360,2,2,1,Old,0,0.0,Low
0,43,8.25,2700,5,6,3,Relatively Old,2,4.0,Mid 
1,104,2.5,3150,4,4,3,Relatively New,0,1.0,Low
1,36,0.72,1120,3,2,3,Under Construction,0,0.0,Low
1,82A,2.55,2273,4,4,3,New,1,0.0,Low
1,102,1.41,1368,2,2,3,New,0,1.0,Low
1,113,3.05,1960,3,4,3,New,0,1.0,Mid 
1,82A,1.59,1538,3,3,3,New,1,1.0,Mid 
1,28,1.35,1126,2,2,2,Relatively Old,0,0.0,Low
1,92,0.5,1000,2,2,2,New,0,1.0,Mid 
1,111,2.58,2200,3,4,2,Relatively Old,0,1.0,Mid 
1,74,2.25,1650,3,3,2,New,2,1.0,Mid 
1,104,1.3,1400,3,3,2,Under Construction,0,0.0,Low
1,102,2.04,1450,3,3,3,New,0,0.0,Mid 
1,108,1.25,1350,3,3,3,New,0,2.0,Mid 
1,108,0.9,1283,2,3,3,New,0,1.0,Mid 
1,33,1.2,898,2,2,0,Under Construction,0,0.0,Mid 
0,57,3.75,1620,3,4,3,Relatively Old,2,3.0,Low
1,66,3.0,1950,3,3,2,New,0,1.0,Mid 
1,35,0.56,822,2,2,3,Relatively New,0,0.0,Mid 
1,54,1.55,1800,3,3,3,Relatively Old,2,1.0,Mid 
0,70A,1.18,1450,3,3,3,New,2,1.0,Mid 
0,3A,0.5,540,5,3,2,Old,0,0.0,Low
1,99A,0.27,446,2,2,1,New,0,0.0,Mid 
1,89,0.88,1103,2,2,0,Relatively New,0,0.0,Low
1,109,1.6,2545,3,3,3,New,0,1.0,Mid 
0,109,6.25,6228,5,7,3,New,0,4.0,Mid 
0,3A,0.7,1053,3,3,0,Relatively Old,0,0.0,Low
1,95,0.55,645,3,2,2,Relatively New,2,1.0,Mid 
1,104,1.8,2040,2,3,3,Relatively New,0,1.0,Low
0,4,2.3,1352,4,4,3,Old,2,0.0,Low
1,109,1.75,2150,3,4,3,New,0,1.0,Mid 
1,71,0.95,1198,2,2,2,Relatively Old,2,0.0,Mid 
1,69,1.4,1568,3,3,1,New,0,1.0,Mid 
1,95,2.0,1965,3,4,3,Relatively New,0,1.0,Low
1,86,1.45,1480,3,2,3,New,1,0.0,Mid 
1,89,1.01,1103,2,2,2,Under Construction,0,1.0,Low
1,68,0.92,1245,2,2,3,Under Construction,0,1.0,Low
1,71,1.16,1743,3,3,3,Relatively Old,2,1.0,Mid 
1,36A,2.3,1479,2,2,2,New,0,0.0,Mid 
1,81,2.3,1600,3,4,3,New,1,1.0,Mid 
1,79,1.1,864,3,3,3,New,0,2.0,Mid 
1,70,2.0,2400,4,5,3,New,2,1.0,Low
1,28,1.35,1150,2,2,2,Old,0,1.0,Mid 
1,85,1.58,2048,3,4,3,New,0,1.0,Mid 
1,104,0.4,569,2,2,1,New,0,0.0,Mid 
0,76,1.75,2800,4,4,0,Relatively New,0,0.0,Low
1,89,1.5,1765,3,3,3,Under Construction,0,0.0,Mid 
1,92,0.75,1600,3,4,3,Relatively Old,0,1.0,Mid 
1,112,5.6,4857,4,6,3,Relatively Old,2,1.0,Mid 
1,35,0.28,567,2,2,2,New,2,0.0,Low
1,53,4.8,3270,3,4,3,Relatively New,0,0.0,Mid 
1,35,0.72,1255,2,2,3,New,0,0.0,Mid 
0,82,7.0,3240,4,4,3,New,2,3.0,Low
0,109,1.55,2360,3,2,0,New,0,0.0,Low
0,26,13.5,4518,5,5,3,New,1,4.0,Low
1,35,0.95,1210,3,2,3,Relatively New,0,0.0,Mid 
0,5,3.75,1836,4,4,3,Old,2,0.0,Low
1,83,1.8,1900,3,4,3,New,2,4.0,Mid 
1,112,3.75,2802,3,5,3,New,2,1.0,Low
1,81,2.26,2100,3,4,3,Relatively New,1,1.0,Mid 
1,84,0.88,1825,3,3,3,New,0,1.0,Mid 
1,79,1.41,1567,2,2,3,Relatively New,0,1.0,Mid 
1,28,1.6,1100,2,2,2,New,0,0.0,Mid 
1,48,3.65,2395,3,3,3,New,2,1.0,Mid 
1,35,0.67,1210,2,2,3,New,0,1.0,Mid 
1,109,1.5,2150,3,4,3,New,0,1.0,Low
1,104,2.63,2750,4,4,3,New,2,1.0,Mid 
1,102,2.03,1692,3,3,2,Relatively New,0,0.0,Mid 
1,63A,3.15,2153,3,3,3,Under Construction,0,1.0,Low
1,66,2.85,1950,3,3,3,New,2,1.0,Mid 
0,57,3.3,1728,4,4,2,Relatively Old,2,1.0,Mid 
1,69,1.55,1578,3,3,2,New,2,1.0,Mid 
1,99,0.92,1365,2,2,3,Under Construction,0,0.0,Mid 
0,49,1.6,4572,4,4,3,Relatively New,2,0.0,Low
0,5,3.5,2250,6,5,2,Old,1,4.0,Mid 
1,67,2.7,2350,4,4,3,Relatively Old,2,2.0,Mid 
1,26,7.0,3150,4,3,2,Relatively Old,0,1.0,Low
1,68,1.0,800,2,2,3,New,0,0.0,Low
1,83,1.05,1225,3,3,3,Relatively Old,2,1.0,Mid 
0,50,12.5,3078,6,5,3,Relatively Old,2,3.0,Low
0,26,31.5,9000,7,9,3,Relatively Old,1,4.0,Mid 
1,12,2.7,3150,4,3,3,New,0,0.0,Low
1,113,2.85,2217,3,3,3,Relatively New,0,1.0,Mid 
1,65,2.77,1975,4,4,3,New,1,2.0,Mid 
1,50,3.25,2537,3,4,3,Old,2,1.0,Mid 
1,65,2.65,1433,2,2,3,Relatively New,0,1.0,Low
0,3,2.95,1845,4,4,3,Old,0,0.0,Low
0,109,6.0,6228,5,5,3,New,0,4.0,Mid 
1,35,0.55,822,2,2,3,New,0,0.0,Mid 
1,35,0.91,1447,3,3,3,New,0,1.0,Mid 
1,104,1.3,1440,3,3,2,Under Construction,0,0.0,Low
1,50,2.92,2605,3,3,3,Relatively Old,2,1.0,Mid 
0,55,2.8,1500,4,4,0,Old,0,0.0,Low
1,61,2.0,1549,3,3,2,Relatively New,0,1.0,Mid 
1,70A,1.4,1262,2,2,2,New,0,0.0,Low
0,33,9.5,4071,5,7,3,Under Construction,0,4.0,Mid 
1,35,0.36,602,2,2,1,Relatively New,0,0.0,Low
0,25,4.45,1350,4,3,3,Relatively Old,0,1.0,Mid 
1,70,2.35,2400,4,4,3,Relatively Old,0,1.0,Mid 
1,60,3.0,2403,3,3,3,New,2,1.0,Mid 
1,88B,0.92,1250,2,2,2,New,0,1.0,Mid 
0,43,11.0,4050,5,6,3,Relatively New,2,2.0,Mid 
1,35,0.26,576,2,2,2,Relatively New,0,0.0,Mid 
1,35,0.35,576,2,2,2,Relatively New,0,0.0,Low
1,83,0.75,1340,3,3,3,Relatively New,2,1.0,Low
1,76,0.75,1325,2,2,3,New,2,0.0,Low
0,7,3.1,2250,3,3,2,Old,0,0.0,Low
0,43,7.0,2700,5,5,3,New,2,3.0,Low
0,3,1.0,1215,9,7,3,Relatively Old,0,1.0,Low
1,9,0.23,460,1,1,1,New,0,0.0,Low
1,61,2.25,1549,3,3,2,Under Construction,0,0.0,Low
1,67A,0.7,591,2,2,1,Relatively New,0,0.0,Low
1,1A,0.68,1526,3,3,3,Relatively Old,0,0.0,Low
1,88A,1.75,12645,3,3,3,Relatively New,0,0.0,Mid 
1,81,4.45,4200,4,4,3,New,2,4.0,Low
1,86,1.25,1690,3,2,1,Relatively New,0,0.0,Low
1,61,1.85,1250,2,2,2,Relatively New,0,0.0,Low
0,47,5.25,4500,9,9,3,New,2,1.0,Mid 
1,83,1.35,1095,3,3,3,New,0,1.0,Low
1,33,3.25,4328,4,4,3,Old,2,1.0,Mid 
1,69,2.6,2400,4,4,3,Relatively Old,0,1.0,Low
1,108,2.1,1503,2,2,2,Under Construction,0,0.0,Mid 
1,65,5.0,2700,3,3,3,New,2,2.0,Mid 
1,37D,1.0,2023,3,5,3,Under Construction,0,2.0,Low
1,2,0.8,1440,3,2,3,Relatively Old,0,0.0,Low
1,102,1.9,2087,3,4,3,New,0,1.0,Mid 
1,70,1.6,1950,3,5,3,New,0,1.0,Mid 
1,37C,0.87,1578,2,3,3,New,0,1.0,Mid 
1,104,1.73,2290,3,4,3,New,0,1.0,Mid 
1,111,0.6,710,2,2,3,Relatively New,0,0.0,Mid 
1,35,1.2,1780,3,3,0,New,0,0.0,Mid 
1,65,4.94,3043,3,4,3,Relatively Old,0,1.0,Mid 
1,86,0.5,601,2,2,1,New,0,0.0,Low
1,79,1.91,2244,3,4,3,New,0,1.0,Mid 
1,111,2.65,1950,3,4,2,New,2,1.0,Mid 
1,76,0.55,741,2,2,2,Under Construction,0,0.0,Low
1,77,0.71,1338,2,2,2,New,0,1.0,Mid 
1,83,1.8,1500,3,4,3,New,2,1.0,Mid 
1,92,0.9,2113,4,5,3,New,0,1.0,Low
0,24,1.6,4860,8,5,3,Old,0,0.0,Low
1,51,0.71,900,2,2,1,New,0,0.0,Low
1,65,1.7,809,3,3,3,New,2,1.0,Mid 
1,1A,0.9,2287,3,3,3,Relatively Old,0,1.0,Low
0,17A,1.52,765,2,2,1,Old,0,0.0,Low
1,58,2.2,1375,2,2,2,New,0,0.0,Low
1,15,0.64,985,2,2,1,Relatively New,0,0.0,Low
1,84,1.48,2000,3,3,2,Relatively New,2,2.0,Mid 
1,95,0.92,1750,3,3,3,New,0,0.0,Low
0,48,7.25,2592,3,4,2,Relatively Old,2,4.0,Mid 
1,14,2.2,1760,3,4,3,Old,0,0.0,Low
1,54,11.0,3123,4,6,3,New,1,1.0,Mid 
0,24,5.25,1350,4,4,3,New,2,2.0,Mid 
1,35,0.27,458,2,2,1,New,2,1.0,Low
1,104,2.0,2290,3,4,3,New,0,1.0,Mid 
1,65,2.85,1828,3,3,3,Under Construction,0,0.0,Mid 
0,36,0.75,1081,3,1,0,Relatively New,0,0.0,Low
1,70A,1.65,1262,2,2,3,Relatively New,0,0.0,Mid 
0,109,12.5,4687,5,6,3,New,0,4.0,Mid 
1,35,0.65,1153,2,2,2,New,0,1.0,Mid 
1,36A,0.75,1000,2,2,2,New,0,0.0,Low
1,63A,2.2,1258,2,3,3,Under Construction,0,0.0,Mid 
1,37D,0.9,1446,3,3,2,New,1,0.0,Low
1,69,1.7,1578,3,3,2,New,0,1.0,Low
0,1,5.5,2520,8,8,2,Relatively Old,2,3.0,Mid 
1,81,1.35,1790,3,3,3,Old,0,0.0,Mid 
1,90,0.96,1875,3,4,3,Relatively New,0,1.0,Mid 
0,42,6.5,3315,4,5,3,Relatively Old,2,3.0,Mid 
1,33,1.2,835,2,2,3,Relatively New,0,0.0,Mid 
1,57,2.5,2250,3,3,3,Relatively Old,0,0.0,Mid 
0,82,1.6,2425,4,4,3,Relatively Old,0,1.0,Mid 
1,70,1.65,2125,3,4,3,Relatively New,0,2.0,Mid 
1,85,1.25,1741,2,2,3,New,0,0.0,Low
1,35,0.9,1465,2,2,3,Relatively Old,2,1.0,Mid 
1,33,0.43,810,2,2,1,Relatively Old,0,0.0,Low
1,82A,1.8,1300,3,3,3,New,1,1.0,Mid 
1,102,0.95,915,2,2,2,New,0,0.0,Low
1,88A,1.0,1450,2,2,3,New,0,1.0,Mid 
1,90,1.25,1447,3,4,3,Old,1,1.0,Low
0,3,5.6,3240,8,6,3,Relatively Old,0,4.0,Low
1,83,0.75,1245,2,2,2,New,2,1.0,Mid 
0,104,0.9,900,4,5,3,Relatively New,0,1.0,Low
1,99,0.95,1450,2,3,3,New,0,1.0,Low
0,27,4.25,1350,5,5,3,New,2,2.0,Low
1,56,2.45,3000,4,4,3,New,2,1.0,Mid 
1,72,3.2,2625,4,4,3,Relatively Old,2,1.0,Mid 
0,3,6.0,2430,5,6,3,Old,2,3.0,Low
1,83,1.75,1900,3,3,3,New,2,1.0,Mid 
1,81,2.2,2660,3,4,3,New,2,1.0,Mid 
1,104,0.49,745,3,2,2,Under Construction,0,0.0,Mid 
1,69,2.0,2010,4,4,2,New,0,0.0,Mid 
1,102,1.95,1128,3,3,3,Relatively New,0,1.0,Mid 
1,48,1.86,2430,3,3,3,Relatively Old,2,1.0,Mid 
1,102,1.52,1650,3,3,3,New,2,1.0,Mid 
1,102,1.5,1650,3,3,3,New,2,1.0,Mid 
0,9,0.6,558,2,2,1,Relatively Old,0,0.0,Low
0,76,0.75,745,2,2,2,Relatively New,0,0.0,Low
1,90,1.65,2215,4,4,3,New,0,1.0,Mid 
1,92,1.0,2693,4,4,3,Relatively New,0,0.0,Low
0,111,9.0,8000,5,5,3,New,0,1.0,Mid 
0,57,3.3,1665,4,3,3,Relatively Old,0,4.0,Mid 
1,84,0.89,2037,3,3,3,New,0,1.0,Mid 
1,35,0.29,730,2,2,1,New,0,0.0,Low
1,102,1.45,1650,3,3,2,New,0,1.0,Mid 
0,6,0.75,713,6,4,1,Relatively Old,0,0.0,Mid 
1,70A,1.7,1900,4,3,3,New,2,0.0,Low
1,81,2.4,2103,3,3,3,New,1,1.0,Low
1,22,4.8,2500,4,6,3,Relatively New,1,2.0,Low
1,82,0.94,1431,2,2,2,New,2,1.0,Mid 
1,48,1.42,1650,3,3,3,Relatively Old,1,1.0,Mid 
1,82,1.25,1960,3,4,3,Under Construction,0,0.0,Mid 
1,65,2.9,1975,4,4,0,New,0,1.0,Low
1,62,9.95,4739,4,6,3,New,2,2.0,Mid 
0,70A,2.1,5400,3,2,1,Relatively New,0,0.0,Low
1,95,0.32,549,2,2,1,New,2,1.0,Mid 
1,36,0.85,750,3,2,3,Relatively New,0,0.0,Low
0,40,2.15,900,3,3,3,Relatively Old,0,3.0,Low
1,61,1.7,1120,2,2,2,Under Construction,0,1.0,Mid 
1,79,0.8,1295,2,2,3,Relatively New,0,1.0,Low
1,104,1.6,2045,3,3,3,Relatively New,0,0.0,Low
1,86,0.64,1360,2,2,1,Relatively New,0,0.0,Mid 
0,56,7.25,2471,8,8,3,Relatively Old,2,0.0,Low
1,1,0.95,2601,3,4,3,Relatively Old,0,1.0,Mid 
1,92,0.71,1439,3,3,2,New,0,0.0,Low
0,57,4.6,2160,3,3,3,Old,2,3.0,Low
1,72,3.4,2185,3,4,3,Relatively Old,0,1.0,Low
1,102,1.26,1255,2,2,2,New,0,0.0,Mid 
1,102,1.99,963,2,2,2,Relatively New,0,0.0,Mid 
1,9A,0.94,1550,3,3,2,Relatively Old,2,0.0,Mid 
1,77,0.99,1260,2,2,2,New,0,0.0,Mid 
1,90,1.23,1744,3,3,2,New,0,1.0,Low
1,91,1.8,2320,3,3,3,New,1,1.0,Low
1,104,2.25,2150,3,4,3,New,2,1.0,Mid 
1,102,1.39,1650,3,3,3,New,2,1.0,Low
1,85,1.65,2408,3,4,3,Relatively New,0,1.0,Low
1,85,1.73,2560,4,5,3,New,0,1.0,Low
1,67A,1.85,2300,4,4,0,Relatively New,0,0.0,Low
1,92,0.9,2104,4,5,3,New,0,2.0,Mid 
0,31,3.69,1557,4,4,2,Relatively Old,2,3.0,Mid 
0,54,2.0,5814,9,9,3,New,1,1.0,Low
1,62,4.0,2690,3,3,3,Relatively New,2,1.0,Low
0,35,5.5,10799,3,3,3,Relatively Old,0,4.0,Low
1,35,0.46,710,2,2,2,New,1,0.0,Low
1,59,6.75,3395,4,4,2,Relatively New,0,1.0,Low
1,90,1.21,1747,3,3,3,New,0,1.0,Mid 
1,103,0.88,1369,2,2,3,Relatively New,0,0.0,Mid 
0,89,1.25,1423,3,3,2,Under Construction,0,2.0,Low
1,113,1.75,1676,2,2,2,New,0,1.0,Mid 
1,95,0.36,636,2,2,2,Relatively New,0,1.0,Mid 
1,103,2.4,2875,4,6,3,New,0,1.0,Mid 
1,33,1.75,1996,3,3,0,Under Construction,0,0.0,Mid 
1,62,7.56,4200,4,4,3,New,2,2.0,Mid 
1,89,0.25,500,1,1,1,Relatively New,0,0.0,Mid 
1,35,0.26,482,2,2,1,New,0,0.0,Mid 
1,53,5.6,2892,3,3,3,Under Construction,0,0.0,Low
1,103,0.3,362,1,2,2,Relatively New,0,0.0,Low
1,107,0.5,645,3,2,2,New,0,1.0,Low
1,70,1.65,1950,3,5,3,New,0,2.0,Mid 
1,86,1.45,1480,3,2,3,New,1,0.0,Mid 
0,56,2.95,1449,2,2,2,Relatively Old,0,0.0,Low
1,109,1.68,1745,3,3,3,New,0,0.0,Mid 
1,61,2.45,1551,3,3,3,Relatively New,0,2.0,Mid 
1,65,2.8,1828,3,3,0,New,0,0.0,Low
1,11,0.74,1225,3,3,2,New,0,0.0,Mid 
1,102,1.85,2025,3,3,3,New,2,1.0,Mid 
1,95,0.46,990,2,2,0,New,0,0.0,Low
1,37D,1.1,1725,3,3,3,Under Construction,0,0.0,Mid 
1,90,1.27,2565,4,5,2,Relatively New,0,2.0,Mid 
1,102,2.0,1852,3,3,3,New,0,0.0,Low
1,56,1.35,1300,3,2,2,Old,0,1.0,Mid 
0,3,0.58,548,2,3,2,New,0,0.0,Low
1,84,2.2,3434,4,4,3,New,0,1.0,Mid 
1,43,3.8,2450,3,3,3,Relatively Old,2,2.0,Mid 
1,89,1.71,1425,3,2,0,Relatively New,0,0.0,Low
0,35,0.82,2100,3,2,1,Relatively New,0,0.0,Low
1,37C,0.95,1666,2,2,0,Under Construction,0,1.0,Mid 
1,33,1.35,1545,3,4,2,Relatively Old,0,1.0,Low
1,35,0.95,1452,2,2,3,Relatively New,2,1.0,Mid 
1,81,0.49,735,2,2,3,New,0,0.0,Mid 
0,109,9.5,3600,5,5,3,New,0,4.0,Mid 
1,81,1.45,1660,3,2,3,New,0,1.0,Low
0,26,19.0,4518,6,6,3,New,2,2.0,Mid 
1,37D,1.1,1800,3,3,3,New,0,0.0,Mid 
1,90,1.2,1755,3,3,3,New,0,0.0,Mid 
1,2,0.75,1200,2,2,2,Under Construction,0,3.0,Mid 
1,77,1.35,1735,3,3,3,Relatively New,2,1.0,Mid 
1,82A,2.2,2092,3,3,3,New,1,1.0,Mid 
1,66,3.2,1800,3,3,3,New,0,4.0,Mid 
0,1,10.0,7362,4,4,3,Relatively Old,0,1.0,Low
1,92,1.55,2048,3,4,3,New,2,1.0,Mid 
1,4,1.05,1350,3,2,2,Relatively New,2,0.0,Low
1,61,2.2,1630,3,3,2,Under Construction,0,0.0,Low
1,80,0.85,685,1,1,1,New,0,0.0,Mid 
1,71,0.37,450,1,1,2,New,0,0.0,Mid 
1,12,0.53,1100,3,3,2,New,2,0.0,Low
0,112,9.5,4050,5,5,3,New,0,1.0,Low
1,61,3.87,2250,3,4,3,Under Construction,0,1.0,Mid 
1,92,1.6,2120,3,3,3,New,2,1.0,Mid 
1,3,0.98,1565,2,2,3,Relatively Old,0,1.0,Mid 
1,56,1.65,2355,3,3,3,Relatively Old,2,1.0,Mid 
1,70A,1.1,1450,2,2,3,Relatively New,0,0.0,Mid 
1,28,2.0,1370,3,3,1,Old,2,0.0,Mid 
1,99A,0.59,1484,2,2,3,Under Construction,0,1.0,Mid 
1,110,4.0,4061,4,4,3,Relatively New,0,0.0,Mid 
1,59,4.25,2295,3,4,3,Under Construction,0,0.0,Low
1,69,1.5,1400,3,3,2,New,2,1.0,Mid 
1,81,4.5,4200,4,6,3,New,2,1.0,Low
1,57,5.5,6123,5,6,3,Relatively Old,2,2.0,Mid 
1,102,1.26,1215,2,2,3,New,2,0.0,Low
1,36,0.82,1081,3,2,3,Relatively New,0,0.0,Low
0,9,0.22,297,2,2,2,Old,0,0.0,Low
1,89,1.14,1425,3,3,2,Under Construction,0,1.0,Mid 
1,90,1.51,2364,4,4,3,New,2,2.0,Mid 
1,102,1.54,1650,3,3,3,New,0,1.0,Mid 
0,43,3.35,1242,1,1,0,Old,0,0.0,Low
1,37C,0.4,600,2,2,2,Relatively New,0,0.0,Low
1,90,1.13,1700,3,3,3,New,0,1.0,Mid 
1,110,0.28,884,2,1,1,New,0,1.0,Low
1,102,1.6,1368,2,2,3,Relatively Old,0,0.0,Low
1,109,2.2,2195,3,4,3,New,0,1.0,Mid 
1,56,0.5,600,1,1,2,Old,0,0.0,Low
1,83,1.4,1950,4,4,3,New,0,1.0,Low
1,67A,1.4,1484,2,2,2,New,0,2.0,Mid 
1,102,1.7,2025,3,4,3,New,2,2.0,Mid 
1,72,3.5,3063,4,5,3,New,0,2.0,Low
0,48,7.8,3370,4,4,3,New,2,4.0,Mid 
0,92,1.8,2360,4,5,0,New,0,0.0,Low
1,84,0.73,1200,2,2,3,New,0,3.0,Mid 
0,105,0.43,471,3,3,3,New,0,0.0,Low
0,89,2.3,8154,6,6,0,Old,0,1.0,Low
1,112,4.75,3763,3,5,3,New,2,1.0,Low
1,83,1.75,1900,3,3,3,New,2,1.0,Mid 
1,69,2.0,2087,4,4,2,New,0,0.0,Mid 
1,86,0.82,1360,2,2,1,Relatively New,0,0.0,Low
0,26,16.0,4235,4,4,3,New,0,3.0,Low
1,54,1.75,2200,3,3,3,Relatively Old,2,1.0,Mid 
1,95,0.26,431,1,1,1,Relatively New,0,0.0,Low
1,109,1.6,1745,3,3,3,New,0,0.0,Mid 
0,39,5.15,3660,5,5,0,New,0,0.0,Low
0,25,6.25,1800,5,5,3,Relatively Old,2,2.0,Mid 
1,49,1.0,850,1,1,1,Relatively Old,0,0.0,Low
1,92,1.5,1920,3,3,3,New,0,1.0,Low
1,81,2.35,2660,3,4,3,New,0,1.0,Mid 
0,24,3.51,2844,4,4,3,Under Construction,2,4.0,Mid 
1,89,0.5,644,2,2,1,New,1,0.0,Mid 
1,2,0.6,735,1,1,1,Relatively Old,2,0.0,Mid 
0,3,0.4,900,6,4,2,Relatively Old,0,0.0,Low
1,68,1.9,2059,3,3,3,Under Construction,0,1.0,Low
1,106,1.13,1764,3,4,3,New,0,2.0,Low
1,35,0.26,482,2,2,1,New,0,0.0,Mid 
1,112,5.6,4857,4,6,3,Relatively Old,2,1.0,Mid 
1,71,1.2,1620,3,3,3,New,2,1.0,Low
0,66,12.0,3240,4,4,3,New,2,4.0,Mid 
1,36A,2.3,1479,2,2,2,New,0,0.0,Mid 
1,95,0.2,366,1,1,1,New,0,0.0,Mid 
1,65,1.75,1395,3,3,3,New,2,1.0,Mid 
1,102,1.24,1215,2,2,2,New,0,0.0,Mid 
1,109,1.7,1745,3,3,3,New,0,0.0,Mid 
1,3,0.28,650,2,2,1,New,0,0.0,Mid 
0,45,7.35,2475,6,4,3,Old,2,4.0,Mid 
1,61,2.55,1630,3,3,2,Relatively New,0,1.0,Low
1,68,1.1,1224,2,2,3,New,2,0.0,Mid 
1,55,1.9,1800,4,3,3,Relatively Old,1,1.0,Low
1,104,1.75,2290,3,4,3,New,0,1.0,Mid 
1,3,0.2,500,1,1,1,Relatively Old,0,1.0,Low
0,104,0.3,450,6,3,3,Relatively Old,0,0.0,Low
1,62,9.2,4613,4,6,3,New,2,2.0,Mid 
1,49,0.87,450,1,1,1,New,0,0.0,Low
1,35,0.25,681,2,2,1,New,2,0.0,Mid 
1,82,0.85,1422,2,2,2,New,0,1.0,Mid 
1,61,1.41,1151,2,2,2,Under Construction,0,1.0,Mid 
1,113,1.93,1579,3,3,2,Under Construction,0,0.0,Mid 
1,86,1.93,2285,3,4,3,New,0,1.0,Mid 
1,79,0.71,1171,2,2,3,Relatively New,0,1.0,Mid 
1,35,0.87,1459,2,2,3,New,0,1.0,Mid 
1,35,0.25,482,2,2,1,New,0,0.0,Mid 
1,54,10.0,4072,4,5,3,Relatively Old,1,1.0,Mid 
1,37D,0.71,1310,2,2,3,Relatively New,0,1.0,Low
1,79,1.55,1815,3,4,3,New,2,1.0,Mid 
0,5,0.96,960,7,4,2,Relatively Old,2,2.0,Low
1,82,1.12,1790,3,3,2,New,0,1.0,Low
1,50,1.85,1662,3,3,3,Relatively Old,0,0.0,Low
1,1,2.01,1759,4,4,3,Relatively Old,1,0.0,Low
1,9A,0.75,1290,3,3,3,Old,0,1.0,Low
1,77,1.55,1950,4,4,3,New,1,2.0,Low
1,79,1.0,1503,2,2,2,New,0,1.0,Low
1,79,1.2,1490,3,3,3,New,2,1.0,Mid 
1,85,0.93,1640,3,3,3,New,0,0.0,Low
1,89,1.16,1105,3,2,3,Relatively New,0,1.0,Low
1,104,1.85,2290,3,4,3,New,0,4.0,Mid 
1,33,2.5,1884,3,3,2,Under Construction,0,0.0,Mid 
1,83,0.84,1245,2,2,2,Relatively Old,2,0.0,Mid 
1,92,0.65,1417,3,3,2,New,0,0.0,Low
1,86,0.67,1314,2,2,1,New,0,0.0,Mid 
1,82A,2.7,2576,4,4,3,Relatively Old,0,1.0,Low
1,77,1.0,1333,2,2,2,Relatively New,0,0.0,Mid 
1,26,6.2,2685,3,4,3,New,2,1.0,Mid 
1,22,3.2,2783,3,4,3,Relatively New,0,0.0,Low
1,90,0.7,1300,2,2,3,Relatively New,0,1.0,Low
1,51,2.1,2300,4,4,3,New,0,0.0,Mid 
1,89,1.0,1107,2,2,2,Under Construction,0,1.0,Low
1,110,3.6,3400,4,5,3,New,0,1.0,Mid 
0,23,5.65,3191,7,7,3,Relatively Old,0,2.0,Mid 
1,95,0.22,340,1,1,1,Relatively New,0,0.0,Low
1,61,1.58,1150,2,2,2,Relatively New,0,1.0,Low
1,70A,1.68,1976,3,3,3,Relatively New,0,1.0,Mid 
0,12A,3.5,2367,8,8,3,New,1,3.0,Mid 
1,81,2.4,2660,3,4,3,Relatively New,2,2.0,Mid 
0,41,7.0,2475,7,7,3,Relatively Old,1,4.0,Mid 
1,56,1.35,2000,3,3,3,Old,2,1.0,Mid 
1,65,2.36,1650,3,3,3,New,2,2.0,Mid 
1,3,0.95,1416,2,2,3,Old,2,0.0,Mid 
1,65,2.75,1975,4,4,3,New,2,2.0,Mid 
1,22,1.99,1280,2,2,2,Relatively New,0,0.0,Low
1,38,2.1,1759,4,4,3,Old,1,0.0,Low
1,89,0.8,1297,2,2,2,Under Construction,0,0.0,Low
1,63,0.88,804,1,1,2,Relatively New,0,0.0,Low
0,37,0.6,720,4,2,1,Old,0,1.0,Low
1,66,3.98,2200,3,4,3,Relatively Old,2,1.0,Mid 
1,78,0.95,1730,3,3,2,New,2,0.0,Mid 
